equipamentos	equipment
havai	Hawaii/ Hawaiian Islands (an archipelago of the Pacific Ocean/…
disfarçado	to change the appearance/ to disguise
comunistas	communistic/ communist (relating to Communism)
arsenal	arsenal (military establishment)
aceitável	capable/ worthy/ or sure of being accepted/ acceptable
lixados	to sand (with sandpaper)
piza	pizza (Italian dish)
boss	boss (challenging enemy in a video game)
transição	transition (process of change from one form/ state/ style or place…
bebeste	to drink (something)
pudim	pudding (dessert)
dinamite	to dynamite (to blow up with dynamite or other high explosive)
sabão	soap
alucinações	hallucination (sensory perception of something that does not exist)
saint
fina	thin (having little thickness)
financeiros	financial (relating or pertaining to finance)
arredores	surroundings/ environment
soviética	soviet
biológica	biological/ biologic
ausente	absent
verifiquem	to verify
batida	past participle of bater
terramoto	earthquake
religiosa	religious
senadora	senator (member of the senate)
peles	skin (outer protective layer of the body of a person or animal)
insensível	cold/ tactless/ undiplomatic/ insensitive (not having normal…
alimentação	feeding/ alimentation
precisou	to need
cúpula	cupola/ dome
lsso
tequila	tequila (Mexican agave liquor)
freira	female equivalent of freire: nun (woman who professed a religious…
rezo	to pray (to talk to a god)
deliciosa	delicious
avisou	to notify/ to warn
referências	reference
estragou	to spoil/ to damage/ to corrupt/ to ruin/ to break
convidou-me
violino	violin
cynthia	alternative spelling of Cíntia
italiana	Italian (of or relating to Italy)
negociação	negotiation (process of achieving agreement)
negativa	negative
compromissos	compromise (settlement of differences by arbitration or by consent…
ensina	to teach (to pass on knowledge to)
transformação	transformation
baixem-se
salvos	safe
helicópteros	helicopter (an aircraft that is borne along by one or more sets of…
nozes	nut
roubos	theft (act of stealing property)
sugeriu	to suggest
wolf	a surname from German
prateleira	dish rack/ plate rack (a type of rack where plates are placed)
gostaram	to like
gostávamos	to like
gata	cat (domestic cat: Felis silvestris catus)
subam	to ascend/ to go up
ss	abbreviation of sim (“yes”)
preguiçoso	lazy (unwilling to make an effort)
imperial	imperial
caminha	bed (furniture for sleeping on)
irónico	European Portuguese standard spelling of irônico
livrar-se
abelha	bee (insect)
lendas	legend
libby
oferecer-lhe
canja	chicken soup (with rice)
avisar-te
congelar	to freeze
sustentar	to sustain
bosques	grove (set of trees/ shrubs and other plants/ generally smaller…
puderam	to be able to/ can (to have the ability to)
mandas	to order/ command
monge	monk
legenda	subtitle(s) (textual versions of film dialogue)
acontecia	to happen/ to occur/ to take place
cruzamento	crossing/ intersection (where roads/ lines/ or tracks cross)
labirinto	labyrinth/ maze (complicated irregular network of passages or paths)
matava	to kill (to cause to die)
misturar	to mix (stir two or more substances together)
lenha	firewood (wood intended to be burned)
quiseram	to want/ to wish/ to desire
bella	pre-reform spelling (used until 1943 in Brazil and 1911 in…
gémeas	European Portuguese standard spelling of gêmeo (“twin”)
valentine
nevada	Nevada (a state in the western United States)
resolveu	to solve/ to resolve (to find an answer or solution)
ri	to laugh (to express mirth or derision by emitting chuckling sounds)
condenação	condemnation
banquete	banquet/ feast
ptpt
afirmativo	affirmative
isabelle	a female given name/ variant of Isabel
consultor	consultant (person or party that is consulted)
exibição	exhibition/ display (act)
ficarias	to become/ to get/ to end up
velhota	oldish
camarão	shrimp (decapod crustacean)
anão	dwarf
broche	brooch
michigan	Michigan (a state of the United States)
chocante	astonishing (which astonishes/ amazes)
colinas	hill (elevated location)
jogas	to play (to participate in a sport or game)
esfregar	to rub (move one object while maintaining contact with another…
guardo	to save/ keep/ retain/ preserve
servo	servant
comecemos	to start/ to begin/ to commence
experimente	to experience
vicky
destruídos	to ruin/ devastate (proceed with the destruction of/ cause the…
apanham	to collect/ gather
meter-me
salsichas	sausage (food)
ajudava	to help/ aid/ to assist
dispensado	to dispense
cêntimo	cent (a subunit of currency equal to one-hundredth of the main…
mentiste-me
interpretar	to interpret (explain or tell the meaning of)
sarilho	reel/ spool (cylinder around which a cable is wound)
lógico	logical (in agreement with the principles of logic)
sétimo	seventh
distribuir	to distribute (divide something into portions and dispense it)
enviou-me
ramos	bouquet/ bunch (of flowers etc.)
gruta	grotto (small cave)
confesso	first-person singular present indicative of confessar
esfomeado	past participle of esfomear
polegar	thumb (digit)
residente	resident
comunicado	communiqué (official report or statement)
usadas	to use/ to utilise/ to employ/ to make use of
apercebi	first-person singular preterite indicative of aperceber
lamentamos	to lament/ to bewail/ to feel sorry for
bastidores	frame/ rack
prenderam	to arrest (to seize and take into legal custody)
irritar	to irritate
marissa
hipoteca	mortgage (special form of secured loan)
gibson
quadrante	quadrant (one of the four sections made by dividing an area with…
barbie	a Barbie doll
saberem	to know
estragaste	to spoil/ to damage/ to corrupt/ to ruin/ to break
harmonia	harmony/ agreement/ accord
pôr-do-sol	pre-reform spelling (used until 1990) of pôr do sol/ still used…
saudáveis	to hail/ to greet
arranja-me
comprometido	to commit/ to engage
executado	to carry out
pata	duck (any aquatic bird of the family Anatidae)
vedação	sealing
surge	inflection of surgir:
lucky
tocado	to touch/ to finger/ to feel (tactually)
prevenir	to prevent
arterial	arterial (relating to blood arteries)
bebido	to drink (something)
lixem	to sand (with sandpaper)
tac	CAT scan/ CT scan
revela	to reveal/ disclose
zoey
be
leituras	reading
juro-te
roosevelt
internacionais	international (between/ concerning/ or transcending multiple nations)
boné	cap (head covering)
balões	balloon
gin	alternative spelling of gim
encontrasse	to meet
knight
vencedores	winner (one who has won or often wins)/ victor
veterinário	veterinary (of or relating to the medical treatment of animals)
chupar	to suck (to use the mouth to pull in (liquid etc))
padrasto	stepfather (husband of one's biological mother/ other than one's…
enigma	enigma
pago-te
juntem-se
predadores	predator (animal that hunts and kills other animals)
deixas-me
navegação	navigation
crença	belief
luther
rum	rum
falarem	to speak/ to talk (to say words out loud)
ocupação	occupation/ job
naval	naval
cerebrais	brain/ cerebral cortex/ cerebral
concordas	to agree (to have the same opinion as)
invadiu	to invade
leva-nos
matarem	to kill (to cause to die)
edwards
pomos	pome
bordel	brothel
anomalia	anomaly
cuida-te
darem	to give
regime	regime (mode of rule or management)
desapontado	past participle of desapontar
damien
tou	to be (indicates location in space)
cantora	singer (person who sings)
disputa	to discuss
levasse	first/third-person singular imperfect subjunctive of levar
chamam-me
aceitamos	to accept
roberts
reunidos	to reunite
camille
investigadores	investigator (one who investigates)
danielle	a female given name of French origin
favoritos	favourite/ preferred
turk
conhece-o
terminámos	to finish/ to complete (to reach the end of an activity)
gabrielle	a female given name from Hebrew/ masculine equivalent Gabriel/…
liberta	to free/ liberate (make free)
extras	extra (beyond what is due/ usual/ expected or necessary)
buscas	to search for
sadie
envenenado	to poison
antónio	a male given name from Latin/ equivalent to English Anthony
temporária	temporary
lançado	to launch
danças	dance (movements to music)
au	ouch (expression of minor physical pain)
q	The seventeenth letter of the Portuguese alphabet/ called quê and…
angelo
desapareçam	to disappear/ to vanish (to become lost/ unseen or stop existing)
recebes	to get/ to receive
aturar	to put up with/ to stand/ to endure/ to suffer through (to go…
sida	AIDS (acquired immune deficiency syndrome)
joguei	to play (to participate in a sport or game)
diariamente	every day/ daily
silas	Silas
duvidar	to doubt
prue
estaca	stake (pointed piece of wood)
peitos	chest
atracção	attraction
automático	automatic
morreres	to die (to stop living)
gases	plural of gás
mato-o
localizador	localizer (one who adapts a product to another culture)
reles	despicable
determinada	to determine
aplicar	to apply (to put on)
becca
abraham
recua	to recede/ retreat
falhados	to fail
desmaiar	to faint (to lose consciousness)
agitado	to shake/ agitate
durma	to sleep/ to be asleep (to rest in a state of reduced consciousness)
mostra-lhe
bizarro	bizarre/ strange/ odd
àqueles	contraction of a + aquele/ literally “to that (masculine)”
exploração	exploration
controlada	to control (to determine the behavior of)
marta	a female given name from Aramaic/ equivalent to English Martha
concorrência	competition/ rivalry
dúzias	dozen (group of twelve)
jade	jade (gem)
contexto	context (circumstances or settings)
etiqueta	etiquette (set of rules and ceremonies used in court and society)
promovido	to promote/ lead to
tirem-no
tesoura	scissors (tool used for cutting)
iate	yacht
ba	abbreviation of Bahia: a state of Brazil
seríamos	to be (to have the given quality)/ especially a quality that is…
ajudar-vos
armstrong
criativo	creative (having the ability to create)
agarrou	to grab/ to grip/ to grasp (hold/ or take hold of/ forcefully)
permitiu	to permit/ to allow/ to let
disseste-lhe
drogada	to drug
casar-me
peritos	expert (extraordinarily capable or knowledgeable)
romeu	a male given name/ equivalent to English Romeo
chique	chic (elegant and fashionable)
mexa-se
agradeço-te
consumir	to consume
vazios	devoid of content/ empty
dirias	to say
encontrava	to meet
afasta	to repel/ to push away (cause to move away)
obstáculo	obstacle (something that impedes/ stands in the way of/ or holds…
namoro	to endeavor to gain (someone's) affection/ to woo/ to court
beija-me
culturas	culture
mover-se
implica	inflection of implicar:
dea
admirar	to admire (to regard with wonder)
cuidadosamente	carefully (in a careful manner)
u	The twenty-first letter of the Portuguese alphabet/ written in the…
arranhão	scratch/ scrape
fruto	fruit
caem	to fall/ to fall down/ to drop
reconhecido	to recognize
intruso	intruder/ trespasser (someone who intrudes)
ronald	a male given name in English
documentário	documentary
daniels
deixaste-me
ginger
boom	a boom (sound)
treze	thirteen
perdendo	to lose (an object/ a job/ interest etc.)
infectado	to infect
apanhou-me
donny
aleluia	hallelujah! (exclamation of praise to God)
pontapés	kick (with the toe)
caixote	a wooden crate
z	The twenty-sixth letter of the Portuguese alphabet/ called zê and…
interessam	to be interested in/ to have an interest for
klingon	Klingon (artificial language from the Star Trek franchise)
